id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,imdb_id,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,cast,director,director_of_photography,writers,producers,music_composer,imdb_rating,imdb_votes,poster_path,release_month,release_year,ISO_week
99861,Avengers: Age of Ultron,7.271,23836,Released,2015-04-22,1405403694,141,365000000,tt2395427,en,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",14.9911,A new age has come.,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,English,"Nondumiso Tembe, Idris Elba, Bentley Kalu, Andy Serkis, Linda Cardellini, Robert Downey Jr., Chris Hemsworth, James Spader, Aaron Taylor-Johnson, Isaac Andrews, Verity Hewlett, Chan Woo Lim, Riccardo Richetta, Gareth Kieran Jones, Namju Go, Earl T. Kim, Jaiden Stafford, Robert J. Fraser, Lou Ferrigno, Hayley Atwell, Brian Schaeffer, Dominique Provost-Chalkley, Samuel L. Jackson, Arthur Lee, Zakk Pierce, Julian Bleach, Don Cheadle, Stan Lee, Michael Matovski, Monty Mclaren-Clark, Tony Christian, Jeremy Renner, Harriet Lenabe, Mathapelo September, Minhee Yeo, Constanza Ruff, Lele Ledwaba, Elizabeth Olsen, Mina Kweon, Aaron Himelstein, Christopher Beasley, Beulah Hashe, Mandla Gaduka, Chioma Anyanwu, Paul Bettany, Kerry Condon, Cobie Smulders, Scarlett Johansson, Thomas Kretschmann, Kabelo Thai, Claudia Kim, Vuyo Dabula, Musca Kumalo, Antony Acheampong, Ben Sakamoto, Anthony Mackie, Imogen Poynton, Julie Delpy, Ian Kay, Isabella Poynton, Barry Aird, Chris Luca, Alma Noce, Chris Evans, Ingvild Deila, Henry Goodman, Josh Brolin, Stellan Skarsgård, Julia Krynke, Mark Ruffalo, Sunny Yeo",Joss Whedon,Ben Davis,"Joss Whedon, Jim Starlin, Stan Lee, Jack Kirby, Joe Simon","Kevin Feige, Louis D'Esposito, Jon Favreau, Jeremy Latcham, Alan Fine, Stan Lee, Patricia Whitcher, Victoria Alonso","Danny Elfman, Brian Tyler",7.3,980228,/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,4,2015,17
102899,Ant-Man,7.067,20407,Released,2015-07-14,519311965,117,130000000,tt0478970,en,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",7.3813,Heroes don't get any bigger.,"Science Fiction, Action, Adventure",Marvel Studios,United States of America,English,"Anthony Mackie, Chuck David Willis, David Dastmalchian, Reuben Langdon, Tom Kenny, Antal Kalik, Zamani Wilder, Judy Greer, Martin Donovan, Desmond Phillips, Sebastian Stan, Bobby Cannavale, Ajani Perkins, Hayley Lovitt, Abby Ryder Fortson, Adam Hart, Corey Stoll, Jean Louisa Kelly, Darcie Isabella Cottrell, Dax Griffin, Evangeline Lilly, Stan Lee, Robert Crayton, Erik Betts, T.I., Rus Blackwell, Carlos Aviles, Anna Akana, Hayley Gagner, Carol Anne Watts, Johnny Pemberton, Michael Jamorski, Teddy Williams, Diana Chiritescu, Nicholas Barrera, Michael Douglas, Michael Peña, Ricki Lander, Casey Pieretti, Kevin Buttimer, Neko Parham, Lyndsi LaRose, Joe Chrest, Wood Harris, Rick Avery, Jim R. Coleman, Garrett Morris, Aaron Saxton, Zack Duhame, Onira Tarés, Hayley Atwell, Alex Chansky, Vanessa Ross, Michael Trisler, Kevin Lacz, Rod Hallett, Todd Schneider, Joe Bucaro III, Clay Donahue Fontenot, Raul Colon, Daniel Stevens, Gregg Turkington, Michael A. Cook, Danny Vasquez, Chris Evans, Kylen Davis, Paul Rudd, Jessejames Locorriere, John Slattery, Norma Alvarez",Peyton Reed,Russell Carpenter,"Adam McKay, Edgar Wright, Stan Lee, Jack Kirby, Larry Lieber, Joe Cornish, Paul Rudd","Alan Fine, Victoria Alonso, Edgar Wright, Kevin Feige, Stan Lee, Michael Grillo, Louis D'Esposito",Christophe Beck,7.2,766655,/rQRnQfUl3kfp78nCWq8Ks04vnq1.jpg,7,2015,29
271110,Captain America: Civil War,7.448,23491,Released,2016-04-27,1155046416,147,250000000,tt3498820,en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",9.3527,United we stand. Divided we fall.,"Adventure, Action, Science Fiction",Marvel Studios,United States of America,"Română, English, Deutsch, Pусский","Sebastian Stan, Elizabeth Olsen, Jeremy Renner, Frank Grillo, Aaron Toney, Ashwin Mudaliar, Julianna Guill, Chase Bradfield, Aaron Hayes, Amiri Jones, Florence Kasumba, Cornell John, Austin Hooper, Jessica Walther-Gabory, Stanley Sellers, Jacob Ludwick, Chadwick Boseman, Jacob Sung, Austin Sanders, Beniamino Brogi, Parker Pape, Umar Khan, Kevin LaRosa Jr., Darryl Sampson, Evan Ffrench, Kevin Christenson, Daniel Brühl, Rafael Banasik, Blair Jasin, Chris Jai Alex, Daniel Parada, Silvina Buchbauer, Jariah Ferguson, Robert Downey Jr., Ray Sahetapy, Oliver Bigalke, Ralphael Grand'Pierre, Surely Alvelo, Justin Freeman, Ethan Condon, Kerry Condon, Ernest Charles, Michael Anthony Rogers, Tom Holland, Martin Freeman, Emily VanCamp, Don Cheadle, Amelia Morck, Marisa Tomei, William Hurt, Miles Selles, Laughton Parchment, David de Vries, Sophia Russo, Katie Amess, Scarlett Johansson, Heidi Moneymaker, Scott Hunter, Chris Evans, Jim Rash, Kimberly Hester Huffstetler, John Curran, Jonah Ruffin, Matthew Anderson, Paul Rudd, David E. Brown, Eli Ollinger, Stephen Lewis, Hope Davis, Guy Fernandez, Caden Wilkinson, Shen Dynes, John Kani, Brian Schaeffer, Brett Gentile, Michael A. Cook, Ann Russo, Anthony Mackie, Yi Long, Cameron Sardone, Joshua Peck, Myles Joseph, D'Mahrei McRae, Hendricks Coates, Jackson Spidell, Be Satrazemis, Henry Amadi, John Slattery, Frédéric North, Andrew Botchwey, Paul Bettany, Sven Hönig, Al Cerullo, Jin Shijia, Cale Schultz, Brent McGee, Alfre Woodard, Damion Poitier, Stan Lee, Gene Farber, Ugochukwu Ani, Nathaniel Ellis, Joe Russo, Julian Grimes","Joe Russo, Anthony Russo",Trent Opaloch,"Stephen McFeely, Joe Simon, Jack Kirby, Christopher Markus","Stan Lee, Patricia Whitcher, Kevin Feige, Victoria Alonso, Nate Moore, Louis D'Esposito, Alan Fine",Henry Jackman,7.8,908395,/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,4,2016,17
284052,Doctor Strange,7.4,22899,Released,2016-10-25,676343174,115,180000000,tt1211837,en,Doctor Strange,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",7.8119,The impossibilities are endless.,"Fantasy, Adventure, Action",Marvel Studios,United States of America,English,"Alaa Safi, Kobna Holdbrook-Smith, Umit Ulgen, Tilda Swinton, Eben Young, Benedict Cumberbatch, Chris Hemsworth, Benedict Wong, Mads Mikkelsen, Michael Stuhlbarg, Clem So, Ezra Faroque Khan, Juani Feliz, Zara Phythian, Amy Landecker, Sarah Malin, Daniel Dow, Linda Louise Duan, Stan Lee, Kimberly Van Luin, Tamika Katon-Donegal, Guillaume Faure, Elizabeth Healey, Raj Awasti, Daniel Eghan, Kei Miura, Chiwetel Ejiofor, Meera Syal, Pezh Maan, Rachel McAdams, Scott Adkins, Pat Kiernan, Samantha Russell, Topo Wresniwiro, Emeson Nwolie, Mo Idriss, Adam Pelta-Pauls, Cameron Moon, Jill Buchanan, Katrina Durden, Mark Anthony Brighton, Benjamin Bratt",Scott Derrickson,Ben Davis,"Steve Ditko, Jon Spaihts, Scott Derrickson, Stan Lee, C. Robert Cargill","Kevin Feige, Stephen Broussard, Louis D'Esposito, Charles Newirth, Alan Fine, Stan Lee, Victoria Alonso",Michael Giacchino,7.5,863217,/xf8PbyQcR5ucXErmZNzdKR0s8ya.jpg,10,2016,43
283995,Guardians of the Galaxy Vol. 2,7.6,22391,Released,2017-04-19,863756051,137,200000000,tt3896198,en,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,9.8729,Anyone can save the galaxy once.,"Science Fiction, Adventure, Action",Marvel Studios,United States of America,English,"Elizabeth Debicki, Terence Rosemore, Mac Wells, Elizabeth Faith Ludlow, Sean Gunn, Guillermo Rodriguez, Alex Klein, Jeff Goldblum, Sylvester Stallone, Luke Cook, Hilty Bowen, Michael Rosenbaum, Gregg Henry, Blondy Baruti, Dave Bautista, Ving Rhames, Chris Pratt, Stan Lee, Pom Klementieff, Bradley Cooper, Mike Escamilla, Alphonso A'Qen-Aten Jackson, Chris Sullivan, Sierra Love, Zoe Saldaña, Laura Haddock, Stephen Blackehart, Rhoda Griffis, Wyatt Oleff, Kendra Carelli, Steve Agee, Hannah Gottesman, Miley Cyrus, Aaron Schwartz, Michelle Yeoh, Nea Dune, Jimmy Urine, Joe Fria, Molly C. Quinn, Josh Tipis, Fred Galle, Milynn Sarley, Karen Gillan, Ben Browder, Evan Jones, David Hasselhoff, Kelly Richardson, Jim Gunn Sr., Richard Christy, Tommy Flanagan, Leota Gunn, Damita Jane Howard, Seth Green, Rob Zombie, Michael Rooker, Jason Williams, Donny Carrington, Kurt Russell, Vin Diesel",James Gunn,Henry Braham,"James Gunn, Dan Abnett, Larry Lieber, Andy Lanning, Val Mayerik, Steve Gerber, Bill Mantlo, Steve Englehart, Jim Starlin, Stan Lee, Jack Kirby, Keith Giffen, Steve Gan","Kevin Feige, Louis D'Esposito, Nik Korda, Stan Lee, Jonathan Schwartz, Victoria Alonso",Tyler Bates,7.6,812186,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,4,2017,16
315635,Spider-Man: Homecoming,7.329,22596,Released,2017-07-05,880166924,133,175000000,tt2250912,en,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",13.4776,Homework can wait. The city can't.,"Action, Adventure, Science Fiction","Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures",United States of America,English,"Jennifer Connelly, Michael Keaton, Nitin Nohria, John Penick, Kirk R. Thatcher, Doug Scroggins III, Robert Downey Jr., Hannibal Buress, Gina Cordan, Tyne Daly, Manuel LAMBERT, Tiffany Espensen, Bob Adrian, Kevin LaRosa Jr., Logan Marshall-Green, Tom Holland, Miles Mussenden, Kerry Condon, Joe Hang, Christopher Berry, Ren Colley, Zendaya, Chris Adams, Chris Evans, Ari Groover, Marisa Tomei, Donald Glover, Melissa Kay Glaze, Josh Turner, Tunde Adebimpe, Wayne Pére, Rebeca Donovan, Hemky Madera, Jennifer Kim, Marmee Regine Cosico, Martin Starr, Gary Weeks, Ethan Dizon, Michael Mando, Elli, Laura Harrier, Louis Gonzalez, Garcelle Beauvais, Maiya Boyd, Cassidy Alexandra Kahler, Selenis Leyva, Andy Powers, Harrison Osterfield, Jaine Ye, Omar Capra, Chris Silcox, Angourie Rice, Wesley Kuykendoll, Stan Lee, Jacob Batalon, Hallie Ricardo, Nickolas Wolf, Michael Barbieri, Josie Totah, Tony Revolori, Friday Chamberlain, Clam Sepulveda, Donald K. Overstreet, Gwyneth Paltrow, Zach Cherry, Liza Fagin, Martha Kelly, Sondra James, Vince Foster, Brian Schaeffer, Gary Richardson, Yu Lew, Alexa Laraki, Amy Hill, Stewart Steinberg, Isabella Amara, Abraham Attah, Jon Favreau, Jorge Lendeborg Jr., Kenneth Choi, Dante Brattelli, Bokeem Woodbine, Michael Chernus",Jon Watts,Salvatore Totino,"Jon Watts, Joe Simon, Steve Ditko, Jonathan Goldstein, Chris McKenna, Erik Sommers, Andrea Datzman, Christopher Ford, Stan Lee, John Francis Daley, Jack Kirby","Matt Tolmach, Louis D'Esposito, Amy Pascal, Victoria Alonso, Avi Arad, Patricia Whitcher, Jeremy Latcham, Kevin Feige, Stan Lee",Michael Giacchino,7.4,777355,/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,7,2017,27
284053,Thor: Ragnarok,7.6,21492,Released,2017-10-02,855301806,131,180000000,tt3501632,en,Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",8.6612,No hammer. No problem.,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,English,"Amali Golden, Sol Castanho, Taika Waititi, Katie Anderson, Clancy Brown, Charlotte Nicdao, Zachary Levi, Rachel House, Connor Zegenhagen, Tessa Thompson, Sky Castanho, Shari Sebbens, Greta Carew-Johns, Winnie Mzembe, Sam Neill, Chris Hemsworth, Ray Stevenson, Benedict Cumberbatch, Alia Seror-O'Neill, Idris Elba, Jet Tranter, Anthony Hopkins, Cohen Holloway, Mark Ruffalo, Sam Hargrave, Tom Hiddleston, Donnie Baxter, Garreth Hadfield, Shalom Brune-Franklin, Jeff Goldblum, Samantha Hopper, Matt Damon, Sean Edward Frazer, Taylor Hemsworth, Beatrice Ward, Jasper Bagg, Richard Green, Tracey Lee Maxwell, Eloise Winestock, Tahlia Jade, Tracie Filmer, Sophia Laryea, Hamish Parkinson, Cate Blanchett, Luke Hemsworth, Georgia Blizzard, Sophia McGregor, Mollie McGregor, Ash Ricardo, Stan Lee, Braden Lewis, Tadanobu Asano, Rob Mayes, Steven Oliver, Karl Urban",Taika Waititi,Javier Aguirresarobe,"Christopher L. Yost, Stan Lee, Jack Kirby, Eric Pearson, Craig Kyle, Larry Lieber","Stan Lee, Kevin Feige, Thomas M. Hammel, Victoria Alonso, Brad Winderbaum, Louis D'Esposito",Mark Mothersbaugh,7.9,875616,/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,10,2017,40
284054,Black Panther,7.367,22899,Released,2018-02-13,1349926083,135,200000000,tt1825683,en,Black Panther,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",13.1973,Long live the king.,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,"English, 한국어/조선말, Kiswahili, ","Daniel Kaluuya, Florence Kasumba, Nabiyah Be, Tony Sears, Zola Williams, David S. Lee, Liz Elkins Newcomer, Janeshia Adams-Ginyard, T. Love, Connie Chiume, Alexis Rhee, Roland Kilumbu, Vaughndio Forbes, Chad Crumley, Forest Whitaker, Dorothy Steel, Maria Hippolyte, Isaach de Bankolé, Lupita Nyong'o, Jeremy Sample, Denzel Whitaker, Jénel Stevens, Sydelle Noel, Clifford Gay, Angela Bassett, John Kani, Tyler Timmons, Andy Serkis, Stan Lee, Atandwa Kani, Shamel Heath, Jermaine Holt, Lucy Hockings, Mark Ashworth, Sope Aluko, Winston Duke, Marija Abney, Christine Hollingsworth, Ashton Tyler, Alex R. Hibbert, Tristan Timmons, Zenzi Williams, Danny Chung, Marie Mouroum, Abraham Clinkscales, Bambadjan Bamba, Thabo Moropane, Francesca Faridany, Martin Freeman, De'Jon Watts, Chadwick Boseman, Dominique Elijah Smith, Shaunette Renée Wilson, Alexis Louder, Sterling K. Brown, Michael B. Jordan, Sasha Morfaw, Zani Mogodi, Danai Gurira, Sebastian Stan, Jalil Jay Lynch, Letitia Wright, Trevor Noah, Alex C. Riley Hughes, Danny Sapani, Seth Carr",Ryan Coogler,Rachel Morrison,"Simeon Wilkins, Joe Robert Cole, Jack Kirby, Ryan Coogler, Stan Lee","Nate Moore, Victoria Alonso, Jeffrey Chernov, Kevin Feige, Stan Lee, Louis D'Esposito",Ludwig Göransson,7.3,893449,/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,2,2018,7
299536,Avengers: Infinity War,8.235,31117,Released,2018-04-25,2052415039,149,300000000,tt4154756,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",23.5327,Destiny arrives all the same.,"Adventure, Action, Science Fiction",Marvel Studios,United States of America,"English, ","Michael Anthony Rogers, Blair Jasin, Matthew Zuk, Bobby James, Dave Bautista, Stan Lee, Carrie Coon, Tiffany Espensen, Chris Evans, Chris Hemsworth, Don Cheadle, Marija Abney, Florence Kasumba, Robert Tinsley, Olaniyan Thurmon, Tom Hiddleston, Stephen McFeely, James Siderits, Jacob Batalon, Precious Jenkins, Winston Duke, Tom Holland, Aaron Lazar, Mark Ruffalo, Elizabeth Olsen, Zola Williams, Vin Diesel, Robert Downey Jr., William Hurt, Laura Miller, Danai Gurira, Monique Ganderton, Idris Elba, Pom Klementieff, Paul Bettany, Scarlett Johansson, Tom Vaughan-Lawlor, Cobie Smulders, Ethan Dizon, Letitia Wright, Marie Mouroum, Isabella Amara, Robert Pralgo, Peter Dinklage, Benicio del Toro, Gary Peebles, Lady Cardinal, Sean Gunn, Tanya Wheelock, Bradley Cooper, Sebastian Stan, Gwyneth Paltrow, Chadwick Boseman, Zoe Saldaña, Michael James Shaw, Josh Brolin, Kerry Condon, Ariana Greenblatt, Ross Marquand, Anthony Mackie, Terry Notary, Ameenah Kaplan, Benedict Cumberbatch, Chris Pratt, Kenneth Branagh, Karen Gillan, Harrison Osterfield, Samuel L. Jackson, Benedict Wong","Anthony Russo, Joe Russo",Trent Opaloch,"Christopher Markus, Steve Gan, Larry Lieber, Bill Mantlo, Stan Lee, Jim Starlin, Steve Englehart, Joe Simon, Keith Giffen, Jack Kirby, Don Heck, Stephen McFeely","Alan Fine, Kevin Feige, Victoria Alonso, Jon Favreau, Stan Lee, Trinh Tran, Louis D'Esposito, James Gunn",Alan Silvestri,8.4,1329467,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,4,2018,17
363088,Ant-Man and the Wasp,6.9,13810,Released,2018-07-04,622674139,119,140000000,tt5095030,en,Ant-Man and the Wasp,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",4.8506,Real heroes. Not actual size.,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,English,"Michelle Pfeiffer, Seth McCracken, James Siderits, T.I., Sergio Briones, Walton Goggins, Mika Kubo, John Ozuna, Reggie Aqui, Brian Huskey, Simon Potter, Michael Douglas, Riann Steele, Jessica Winther, Torrey Vogel, Tom Scharpling, Steven Wiig, Dale Liner, Corey Seaver, Benjamin Weaver, Rob Archer, Judy Greer, Randall Park, Hayley Lovitt, Evangeline Lilly, Charles Justo, Norwood Cheek, Julia Vera, Natasha Zouves, Sophia Marcs, Tim Heidecker, Jamel Chambers, Dax Griffin, Sandra Dee Richardson, Bryan Lugo, Suehyla El-Attar Young, Kevin Carscallen, William W. Barbour, David Dastmalchian, Jake Hanson, Jessica Castro, Alexis Smith, Timothy Carr, Benjamin Byron Davis, Goran Kostić, Ana Maria Quintana, Paul Rudd, Vanessa Ross, Michael Cerveris, Langston Fishburne, Blake Vogt, Sean Kleier, Denney Pierce, Bobby Cannavale, Jennifer Black, Marcella Bragio, Laurence Fishburne, Tahseen Ghauri, Abby Ryder Fortson, RaeLynn Bratten, Stan Lee, Mike Nicco, Hannah John-Kamen, Chris Gann, Divian Ladwa, Virginia Hamilton, Rick Richardson, Darcy Shean, Sawyer D. Jones, Madeleine McGraw, Andy Arness, Joshua Mikel, Michael Peña, Zachary Culbertson, Tanya Wheelock, Jon Wurster",Peyton Reed,Dante Spinotti,"Andrew Barrer, Stan Lee, Jack Kirby, Chris McKenna, Larry Lieber, Paul Rudd, Erik Sommers, Gabriel Ferrari","Victoria Alonso, Stan Lee, Louis D'Esposito, Kevin Feige, Stephen Broussard, Charles Newirth",Christophe Beck,7.0,484337,/cFQEO687n1K6umXbInzocxcnAQz.jpg,7,2018,27
299537,Captain Marvel,6.791,16324,Released,2019-03-06,1131416446,124,152000000,tt4154664,en,Captain Marvel,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",9.856,Higher. Further. Faster.,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,English,"Vinny O'Brien, Nelson Franklin, Duane Henry, Ana Ayora, Lashana Lynch, Marilyn Brett, Azari Akbar, Kenneth Mitchell, Matthew Bellows, Harriet L. Ophuls, Stephen A. Chang, Pete Ploszek, Mark Daugherty, Brie Larson, Djimon Hounsou, Gemma Chan, Jude Law, Abigaille Ozrey, Sharon Blynn, Scarlett Johansson, Diana Toshiko, Kelly Sue DeConnick, Chuku Modu, Richard Zeringue, Mckenna Grace, Mark Ruffalo, Emily Ozrey, Stan Lee, Stephen 'Cajun' Del Bagno, Ben Mendelsohn, Patrick Gallagher, Barry Curtis, Matthew 'Spider' Kimmel, Akira Akbar, London Fuller, Lyonetta Flowers, Vik Sahay, Patrick Brennan, Anthony Molinari, Rune Temte, Matthew Maher, Auden L. Ophuls, Robert Kazinsky, Colin Ford, Don Cheadle, Lee Pace, Samuel L. Jackson, Joey Courteau, Clark Gregg, Chris Evans, Algenis Perez Soto, Annette Bening, Rufus Flowers","Anna Boden, Ryan Fleck",Ben Davis,"Meg LeFauve, Nicole Perlman, Anna Boden, Geneva Robertson-Dworet, Jack Kirby, Joe Simon, Ryan Fleck","Victoria Alonso, Kevin Feige, Jonathan Schwartz, Stan Lee, Patricia Whitcher, Louis D'Esposito",Pinar Toprak,6.7,646468,/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,3,2019,10
299534,Avengers: Endgame,8.237,26907,Released,2019-04-24,2799439100,181,356000000,tt4154796,en,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",13.8774,Avenge the fallen.,"Adventure, Science Fiction, Action",Marvel Studios,United States of America,"English, 日本語, ","Dave Bautista, Chris Evans, Marisa Tomei, Tom Hiddleston, Mark Ruffalo, Elizabeth Olsen, Taika Waititi, Michael A. Cook, John Posey, Robert Downey Jr., John Slattery, Tessa Thompson, Cobie Smulders, Scarlett Johansson, Robert Pralgo, James D'Arcy, Bradley Cooper, Erica Ribley, Agostino Rosalina, Lee Moore, James Lin, Josh Brolin, Emma Fuhrmann, Terry Notary, Ken Jeong, Chris Pratt, Angela Bassett, Yvette Nicole Brown, Jimmy Ray Pickens, Stan Lee, Jamie Wedel, Olaniyan Thurmon, Donald Mustard, Michael Douglas, Lia Mariella Russo, Tilda Swinton, Natalie Portman, Matthew Berry, Taylor Patterson, Paul Rudd, Letitia Wright, Robert Redford, Ty Simpkins, Rene Russo, Sebastian Stan, Gwyneth Paltrow, Chadwick Boseman, Michael James Shaw, Jennifer Elmore, Karen Gillan, Samuel L. Jackson, Benedict Wong, Brian Schaeffer, Joe Russo, Jeremy Renner, Hayley Atwell, Robert Tinsley, Callan Mulvey, Ben Sakamoto, Loen LeClair, Maximiliano Hernández, Hye Jin Jang, Tom Holland, Aaron Lazar, Vin Diesel, William Hurt, Danai Gurira, Monique Ganderton, Mike Lutz, Linda Cardellini, John Michael Morris, Patrick Gorman, Lexi Rabe, Sean Gunn, Julian Russo, Ross Marquand, Joy McAvoy, Anthony Mackie, Jack Champion, Benedict Cumberbatch, Cade Woodward, Jackson A. Dunn, Chris Hemsworth, Don Cheadle, Frank Grillo, Bazlo LeClair, Anthony G Breed, Sam Hargrave, Jacob Batalon, Brent McGee, Winston Duke, Hiroyuki Sanada, Michelle Pfeiffer, Jim Starlin, Tom Wisdom, Pom Klementieff, Tom Vaughan-Lawlor, Jon Favreau, Evangeline Lilly, Brie Larson, Ava Russo, Zoe Saldaña, Kerry Condon, Ameenah Kaplan, Russell Bobbitt","Anthony Russo, Joe Russo",Trent Opaloch,"Christopher Markus, Steve Gan, Larry Lieber, Stan Lee, Bill Mantlo, Jim Starlin, Steve Englehart, Keith Giffen, Joe Simon, Jack Kirby, Don Heck, Stephen McFeely","Kevin Feige, Victoria Alonso, Jon Favreau, Stan Lee, Michael Grillo, Trinh Tran, Louis D'Esposito, James Gunn",Alan Silvestri,8.4,1399585,/bR8ISy1O9XQxqiy0fQFw2BX72RQ.jpg,4,2019,17
