ADM_name,ISO3,Date,Name,Type
Spain,ESP,12/26/18,St Stephen's Day,Local holiday
Spain,ESP,1/2/19,Reconquest Day,Local holiday
Spain,ESP,1/7/19,Epiphany observed,Local holiday
Spain,ESP,1/29/19,St. Valero's Feast,Local holiday
Spain,ESP,2/28/19,Day of Andaluc??a,Local holiday
Spain,ESP,3/1/19,Day of the Balearic Islands,Local holiday
Spain,ESP,3/5/19,Fifth of March,Local holiday
Spain,ESP,3/19/19,San Jose,Local holiday
Spain,ESP,4/18/19,Maundy Thursday,Local holiday
Spain,ESP,4/22/19,Easter Monday,Local holiday
Spain,ESP,4/23/19,Castile and Le??n Day,Local holiday
Spain,ESP,4/23/19,Day of Arag??n,Local holiday
Spain,ESP,5/2/19,Day of Madrid,Local holiday
Spain,ESP,5/15/19,Feast Day of St Isidore,Local holiday
Spain,ESP,5/17/19,Galicia Literature Day,Local holiday
Spain,ESP,5/30/19,Day of the Canary Islands,Local holiday
Spain,ESP,5/31/19,Day of Castile-La Mancha,Local holiday
Spain,ESP,6/10/19,Day of La Rioja,Local holiday
Spain,ESP,6/10/19,Day of La Rioja observed,Local holiday
Spain,ESP,6/10/19,Day of Murcia,Local holiday
Spain,ESP,6/10/19,Day of Murcia observed,Local holiday
Spain,ESP,6/10/19,Whit Monday,Local holiday
Spain,ESP,6/13/19,San Antonio,Local holiday
Spain,ESP,6/20/19,Corpus Christi,Local holiday
Spain,ESP,6/24/19,Saint John the Baptist Day,Local holiday
Spain,ESP,7/25/19,Feast of Saint James the Apostle,Local holiday
Spain,ESP,8/5/19,The Day of Our Lady of Africa,Local holiday
Spain,ESP,8/12/19,Eid al-Adha,Local holiday
Spain,ESP,9/2/19,Day of the Independent City of Ceuta,Local holiday
Spain,ESP,9/8/19,Day of Asturias,Local holiday
Spain,ESP,9/8/19,Day of Extremadura,Local holiday
Spain,ESP,9/8/19,Virgin of the Victory,Local holiday
Spain,ESP,9/9/19,Day of Asturias observed,Local holiday
Spain,ESP,9/9/19,Day of Extremadura observed,Local holiday
Spain,ESP,9/9/19,Virgin of the Victory observed,Local holiday
Spain,ESP,9/11/19,Day of Catalonia,Local holiday
Spain,ESP,9/15/19,Nuestra Se?ora de la Bien Aparecida,Local holiday
Spain,ESP,9/17/19,Day of Melilla,Local holiday
Spain,ESP,10/9/19,Day of the Valencian Community,Local holiday
Spain,ESP,12/3/19,Day of Navarre,Local holiday
Spain,ESP,12/26/19,St Stephen's Day,Local holiday
Spain,ESP,4/23/10,St George's Day,Local observance
Spain,ESP,8/8/10,The Day of Cantabria,Local observance
Spain,ESP,4/23/11,St George's Day,Local observance
Spain,ESP,8/14/11,The Day of Cantabria,Local observance
Spain,ESP,4/23/12,St George's Day,Local observance
Spain,ESP,8/12/12,The Day of Cantabria,Local observance
Spain,ESP,4/23/13,St George's Day,Local observance
Spain,ESP,8/11/13,The Day of Cantabria,Local observance
Spain,ESP,4/23/14,St George's Day,Local observance
Spain,ESP,8/10/14,The Day of Cantabria,Local observance
Spain,ESP,4/23/15,St George's Day,Local observance
Spain,ESP,8/9/15,The Day of Cantabria,Local observance
Spain,ESP,4/23/16,St George's Day,Local observance
Spain,ESP,8/14/16,The Day of Cantabria,Local observance
Spain,ESP,4/23/17,St George's Day,Local observance
Spain,ESP,8/13/17,The Day of Cantabria,Local observance
Spain,ESP,4/23/18,St George's Day,Local observance
Spain,ESP,8/12/18,The Day of Cantabria,Local observance
Spain,ESP,4/23/19,St George's Day,Local observance
Spain,ESP,8/11/19,The Day of Cantabria,Local observance
Spain,ESP,2/14/10,Valentine's Day,Observance
Spain,ESP,2/17/10,Ash Wednesday,Observance
Spain,ESP,3/28/10,Palm Sunday,Observance
Spain,ESP,4/4/10,Easter Sunday,Observance
Spain,ESP,5/2/10,Mothers' Day,Observance
Spain,ESP,5/23/10,Whit Sunday/Pentecost,Observance
Spain,ESP,12/24/10,Christmas Eve,Observance
Spain,ESP,12/26/10,Feast of the Holy Family,Observance
Spain,ESP,12/31/10,New Year's Eve,Observance
Spain,ESP,2/14/11,Valentine's Day,Observance
Spain,ESP,3/9/11,Ash Wednesday,Observance
Spain,ESP,4/17/11,Palm Sunday,Observance
Spain,ESP,4/24/11,Easter Sunday,Observance
Spain,ESP,5/1/11,Mothers' Day,Observance
Spain,ESP,6/12/11,Whit Sunday/Pentecost,Observance
Spain,ESP,12/24/11,Christmas Eve,Observance
Spain,ESP,12/30/11,Feast of the Holy Family,Observance
Spain,ESP,12/31/11,New Year's Eve,Observance
Spain,ESP,2/14/12,Valentine's Day,Observance
Spain,ESP,2/22/12,Ash Wednesday,Observance
Spain,ESP,4/1/12,Palm Sunday,Observance
Spain,ESP,4/8/12,Easter Sunday,Observance
Spain,ESP,5/6/12,Mothers' Day,Observance
Spain,ESP,5/27/12,Whit Sunday/Pentecost,Observance
Spain,ESP,12/24/12,Christmas Eve,Observance
Spain,ESP,12/30/12,Feast of the Holy Family,Observance
Spain,ESP,12/31/12,New Year's Eve,Observance
Spain,ESP,2/13/13,Ash Wednesday,Observance
Spain,ESP,2/14/13,Valentine's Day,Observance
Spain,ESP,3/24/13,Palm Sunday,Observance
Spain,ESP,3/31/13,Easter Sunday,Observance
Spain,ESP,5/5/13,Mothers' Day,Observance
Spain,ESP,5/19/13,Whit Sunday/Pentecost,Observance
Spain,ESP,12/24/13,Christmas Eve,Observance
Spain,ESP,12/29/13,Feast of the Holy Family,Observance
Spain,ESP,12/31/13,New Year's Eve,Observance
Spain,ESP,2/14/14,Valentine's Day,Observance
Spain,ESP,3/5/14,Ash Wednesday,Observance
Spain,ESP,4/13/14,Palm Sunday,Observance
Spain,ESP,4/20/14,Easter Sunday,Observance
Spain,ESP,5/4/14,Mothers' Day,Observance
Spain,ESP,6/8/14,Whit Sunday/Pentecost,Observance
Spain,ESP,12/24/14,Christmas Eve,Observance
Spain,ESP,12/28/14,Feast of the Holy Family,Observance
Spain,ESP,12/31/14,New Year's Eve,Observance
Spain,ESP,2/14/15,Valentine's Day,Observance
Spain,ESP,2/18/15,Ash Wednesday,Observance
Spain,ESP,3/29/15,Palm Sunday,Observance
Spain,ESP,4/5/15,Easter Sunday,Observance
Spain,ESP,5/3/15,Mothers' Day,Observance
Spain,ESP,5/24/15,Whit Sunday/Pentecost,Observance
Spain,ESP,12/24/15,Christmas Eve,Observance
Spain,ESP,12/27/15,Feast of the Holy Family,Observance
Spain,ESP,12/31/15,New Year's Eve,Observance
Spain,ESP,2/10/16,Ash Wednesday,Observance
Spain,ESP,2/14/16,Valentine's Day,Observance
Spain,ESP,3/20/16,Palm Sunday,Observance
Spain,ESP,3/27/16,Easter Sunday,Observance
Spain,ESP,5/1/16,Mothers' Day,Observance
Spain,ESP,5/15/16,Whit Sunday/Pentecost,Observance
Spain,ESP,12/24/16,Christmas Eve,Observance
Spain,ESP,12/30/16,Feast of the Holy Family,Observance
Spain,ESP,12/31/16,New Year's Eve,Observance
Spain,ESP,2/14/17,Valentine's Day,Observance
Spain,ESP,3/1/17,Ash Wednesday,Observance
Spain,ESP,4/9/17,Palm Sunday,Observance
Spain,ESP,4/16/17,Easter Sunday,Observance
Spain,ESP,5/7/17,Mothers' Day,Observance
Spain,ESP,6/4/17,Whit Sunday/Pentecost,Observance
Spain,ESP,12/24/17,Christmas Eve,Observance
Spain,ESP,12/31/17,Feast of the Holy Family,Observance
Spain,ESP,12/31/17,New Year's Eve,Observance
Spain,ESP,2/14/18,Ash Wednesday,Observance
Spain,ESP,2/14/18,Valentine's Day,Observance
Spain,ESP,3/25/18,Palm Sunday,Observance
Spain,ESP,4/1/18,Easter Sunday,Observance
Spain,ESP,5/6/18,Mothers' Day,Observance
Spain,ESP,5/20/18,Whit Sunday/Pentecost,Observance
Spain,ESP,5/31/18,Corpus Christi,Observance
Spain,ESP,12/24/18,Christmas Eve,Observance
Spain,ESP,12/30/18,Feast of the Holy Family,Observance
Spain,ESP,12/31/18,New Year's Eve,Observance
Spain,ESP,2/14/19,Valentine's Day,Observance
Spain,ESP,3/6/19,Ash Wednesday,Observance
Spain,ESP,4/14/19,Palm Sunday,Observance
Spain,ESP,4/21/19,Easter Sunday,Observance
Spain,ESP,5/5/19,Mothers' Day,Observance
Spain,ESP,6/9/19,Whit Sunday/Pentecost,Observance
Spain,ESP,12/24/19,Christmas Eve,Observance
Spain,ESP,12/29/19,Feast of the Holy Family,Observance
Spain,ESP,12/31/19,New Year's Eve,Observance
Spain,ESP,1/6/10,Epiphany,Public holiday
Spain,ESP,4/2/10,Good Friday,Public holiday
Spain,ESP,5/1/10,Labor Day / May Day,Public holiday
Spain,ESP,8/15/10,Assumption of Mary,Public holiday
Spain,ESP,8/16/10,Assumption observed,Public holiday
Spain,ESP,10/12/10,Hispanic Day,Public holiday
Spain,ESP,11/1/10,All Saints' Day,Public holiday
Spain,ESP,12/6/10,Constitution Day,Public holiday
Spain,ESP,12/8/10,Immaculate Conception,Public holiday
Spain,ESP,12/25/10,Christmas Day,Public holiday
Spain,ESP,1/6/11,Epiphany,Public holiday
Spain,ESP,4/22/11,Good Friday,Public holiday
Spain,ESP,5/1/11,Labor Day / May Day,Public holiday
Spain,ESP,5/2/11,Labor Day observed,Public holiday
Spain,ESP,8/15/11,Assumption of Mary,Public holiday
Spain,ESP,10/12/11,Hispanic Day,Public holiday
Spain,ESP,11/1/11,All Saints' Day,Public holiday
Spain,ESP,12/6/11,Constitution Day,Public holiday
Spain,ESP,12/8/11,Immaculate Conception,Public holiday
Spain,ESP,12/25/11,Christmas Day,Public holiday
Spain,ESP,1/6/12,Epiphany,Public holiday
Spain,ESP,4/6/12,Good Friday,Public holiday
Spain,ESP,5/1/12,Labor Day / May Day,Public holiday
Spain,ESP,8/15/12,Assumption of Mary,Public holiday
Spain,ESP,10/12/12,Hispanic Day,Public holiday
Spain,ESP,11/1/12,All Saints' Day,Public holiday
Spain,ESP,12/6/12,Constitution Day,Public holiday
Spain,ESP,12/8/12,Immaculate Conception,Public holiday
Spain,ESP,12/25/12,Christmas Day,Public holiday
Spain,ESP,1/6/13,Epiphany,Public holiday
Spain,ESP,3/29/13,Good Friday,Public holiday
Spain,ESP,5/1/13,Labor Day / May Day,Public holiday
Spain,ESP,8/15/13,Assumption of Mary,Public holiday
Spain,ESP,10/12/13,Hispanic Day,Public holiday
Spain,ESP,11/1/13,All Saints' Day,Public holiday
Spain,ESP,12/6/13,Constitution Day,Public holiday
Spain,ESP,12/8/13,Immaculate Conception,Public holiday
Spain,ESP,12/9/13,Immaculate Conception observed,Public holiday
Spain,ESP,12/25/13,Christmas Day,Public holiday
Spain,ESP,1/6/14,Epiphany,Public holiday
Spain,ESP,4/18/14,Good Friday,Public holiday
Spain,ESP,5/1/14,Labor Day / May Day,Public holiday
Spain,ESP,8/15/14,Assumption of Mary,Public holiday
Spain,ESP,10/12/14,Hispanic Day,Public holiday
Spain,ESP,10/13/14,Hispanic Day observed,Public holiday
Spain,ESP,11/1/14,All Saints' Day,Public holiday
Spain,ESP,12/6/14,Constitution Day,Public holiday
Spain,ESP,12/8/14,Immaculate Conception,Public holiday
Spain,ESP,12/25/14,Christmas Day,Public holiday
Spain,ESP,1/6/15,Epiphany,Public holiday
Spain,ESP,4/3/15,Good Friday,Public holiday
Spain,ESP,5/1/15,Labor Day / May Day,Public holiday
Spain,ESP,8/15/15,Assumption of Mary,Public holiday
Spain,ESP,10/12/15,Hispanic Day,Public holiday
Spain,ESP,11/1/15,All Saints' Day,Public holiday
Spain,ESP,11/2/15,All Saints' Day observed,Public holiday
Spain,ESP,12/6/15,Constitution Day,Public holiday
Spain,ESP,12/7/15,Constitution Day observed,Public holiday
Spain,ESP,12/8/15,Immaculate Conception,Public holiday
Spain,ESP,12/25/15,Christmas Day,Public holiday
Spain,ESP,1/6/16,Epiphany,Public holiday
Spain,ESP,3/25/16,Good Friday,Public holiday
Spain,ESP,5/1/16,Labor Day / May Day,Public holiday
Spain,ESP,5/2/16,Labor Day observed,Public holiday
Spain,ESP,8/15/16,Assumption of Mary,Public holiday
Spain,ESP,10/12/16,Hispanic Day,Public holiday
Spain,ESP,11/1/16,All Saints' Day,Public holiday
Spain,ESP,12/6/16,Constitution Day,Public holiday
Spain,ESP,12/8/16,Immaculate Conception,Public holiday
Spain,ESP,12/25/16,Christmas Day,Public holiday
Spain,ESP,1/2/17,New Year's Day,Public holiday
Spain,ESP,1/6/17,Epiphany,Public holiday
Spain,ESP,4/14/17,Good Friday,Public holiday
Spain,ESP,5/1/17,Labor Day / May Day,Public holiday
Spain,ESP,8/15/17,Assumption of Mary,Public holiday
Spain,ESP,10/12/17,Hispanic Day,Public holiday
Spain,ESP,11/1/17,All Saints' Day,Public holiday
Spain,ESP,12/6/17,Constitution Day,Public holiday
Spain,ESP,12/8/17,Immaculate Conception,Public holiday
Spain,ESP,12/25/17,Christmas Day,Public holiday
Spain,ESP,1/6/18,Epiphany,Public holiday
Spain,ESP,3/30/18,Good Friday,Public holiday
Spain,ESP,5/1/18,Labor Day / May Day,Public holiday
Spain,ESP,8/15/18,Assumption of Mary,Public holiday
Spain,ESP,10/12/18,Hispanic Day,Public holiday
Spain,ESP,11/1/18,All Saints' Day,Public holiday
Spain,ESP,12/6/18,Constitution Day,Public holiday
Spain,ESP,12/8/18,Immaculate Conception,Public holiday
Spain,ESP,12/25/18,Christmas Day,Public holiday
Spain,ESP,1/6/19,Epiphany,Public holiday
Spain,ESP,4/19/19,Good Friday,Public holiday
Spain,ESP,5/1/19,Labor Day / May Day,Public holiday
Spain,ESP,8/15/19,Assumption of Mary,Public holiday
Spain,ESP,10/12/19,Hispanic Day,Public holiday
Spain,ESP,11/1/19,All Saints' Day,Public holiday
Spain,ESP,12/6/19,Constitution Day,Public holiday
Spain,ESP,12/8/19,Immaculate Conception,Public holiday
Spain,ESP,12/9/19,Immaculate Conception observed,Public holiday
Spain,ESP,12/25/19,Christmas Day,Public holiday
Estonia,EST,1/1/10,New Year's Day,Public holiday
Estonia,EST,2/24/10,Independence Day,Public holiday
Estonia,EST,4/2/10,Good Friday,Public holiday
Estonia,EST,4/4/10,Easter Sunday,Public holiday
Estonia,EST,5/1/10,Labor Day,Public holiday
Estonia,EST,5/23/10,Pentecost,Public holiday
Estonia,EST,6/23/10,Victory Day,Public holiday
Estonia,EST,6/24/10,Midsummer Day,Public holiday
Estonia,EST,8/20/10,Independence Restoration Day,Public holiday
Estonia,EST,12/24/10,Christmas Eve,Public holiday
Estonia,EST,12/25/10,Christmas Day,Public holiday
Estonia,EST,12/26/10,Boxing Day,Public holiday
Estonia,EST,1/1/11,New Year's Day,Public holiday
Estonia,EST,2/24/11,Independence Day,Public holiday
Estonia,EST,4/22/11,Good Friday,Public holiday
Estonia,EST,4/24/11,Easter Sunday,Public holiday
Estonia,EST,5/1/11,Labor Day,Public holiday
Estonia,EST,6/12/11,Pentecost,Public holiday
Estonia,EST,6/23/11,Victory Day,Public holiday
Estonia,EST,6/24/11,Midsummer Day,Public holiday
Estonia,EST,8/20/11,Independence Restoration Day,Public holiday
Estonia,EST,12/24/11,Christmas Eve,Public holiday
Estonia,EST,12/25/11,Christmas Day,Public holiday
Estonia,EST,12/26/11,Boxing Day,Public holiday
Estonia,EST,1/1/12,New Year's Day,Public holiday
Estonia,EST,2/24/12,Independence Day,Public holiday
Estonia,EST,4/6/12,Good Friday,Public holiday
Estonia,EST,4/8/12,Easter Sunday,Public holiday
Estonia,EST,5/1/12,Labor Day,Public holiday
Estonia,EST,5/27/12,Pentecost,Public holiday
Estonia,EST,6/23/12,Victory Day,Public holiday
Estonia,EST,6/24/12,Midsummer Day,Public holiday
Estonia,EST,8/20/12,Independence Restoration Day,Public holiday
Estonia,EST,12/24/12,Christmas Eve,Public holiday
Estonia,EST,12/25/12,Christmas Day,Public holiday
Estonia,EST,12/26/12,Boxing Day,Public holiday
Estonia,EST,1/1/13,New Year's Day,Public holiday
Estonia,EST,2/24/13,Independence Day,Public holiday
Estonia,EST,3/29/13,Good Friday,Public holiday
Estonia,EST,3/31/13,Easter Sunday,Public holiday
Estonia,EST,5/1/13,Labor Day,Public holiday
Estonia,EST,5/19/13,Pentecost,Public holiday
Estonia,EST,6/23/13,Victory Day,Public holiday
Estonia,EST,6/24/13,Midsummer Day,Public holiday
Estonia,EST,8/20/13,Independence Restoration Day,Public holiday
Estonia,EST,12/24/13,Christmas Eve,Public holiday
Estonia,EST,12/25/13,Christmas Day,Public holiday
Estonia,EST,12/26/13,Boxing Day,Public holiday
Estonia,EST,1/1/14,New Year's Day,Public holiday
Estonia,EST,2/24/14,Independence Day,Public holiday
Estonia,EST,4/18/14,Good Friday,Public holiday
Estonia,EST,4/20/14,Easter Sunday,Public holiday
Estonia,EST,5/1/14,Labor Day,Public holiday
Estonia,EST,6/8/14,Pentecost,Public holiday
Estonia,EST,6/23/14,Victory Day,Public holiday
Estonia,EST,6/24/14,Midsummer Day,Public holiday
Estonia,EST,8/20/14,Independence Restoration Day,Public holiday
Estonia,EST,12/24/14,Christmas Eve,Public holiday
Estonia,EST,12/25/14,Christmas Day,Public holiday
Estonia,EST,12/26/14,Boxing Day,Public holiday
Estonia,EST,1/1/15,New Year's Day,Public holiday
Estonia,EST,2/24/15,Independence Day,Public holiday
Estonia,EST,4/3/15,Good Friday,Public holiday
Estonia,EST,4/5/15,Easter Sunday,Public holiday
Estonia,EST,5/1/15,Labor Day,Public holiday
Estonia,EST,5/24/15,Pentecost,Public holiday
Estonia,EST,6/23/15,Victory Day,Public holiday
Estonia,EST,6/24/15,Midsummer Day,Public holiday
Estonia,EST,8/20/15,Independence Restoration Day,Public holiday
Estonia,EST,12/24/15,Christmas Eve,Public holiday
Estonia,EST,12/25/15,Christmas Day,Public holiday
Estonia,EST,12/26/15,Boxing Day,Public holiday
Estonia,EST,1/1/16,New Year's Day,Public holiday
Estonia,EST,2/24/16,Independence Day,Public holiday
Estonia,EST,3/25/16,Good Friday,Public holiday
Estonia,EST,3/27/16,Easter Sunday,Public holiday
Estonia,EST,5/1/16,Labor Day,Public holiday
Estonia,EST,5/15/16,Pentecost,Public holiday
Estonia,EST,6/23/16,Victory Day,Public holiday
Estonia,EST,6/24/16,Midsummer Day,Public holiday
Estonia,EST,8/20/16,Independence Restoration Day,Public holiday
Estonia,EST,12/24/16,Christmas Eve,Public holiday
Estonia,EST,12/25/16,Christmas Day,Public holiday
Estonia,EST,12/26/16,Boxing Day,Public holiday
Estonia,EST,1/1/17,New Year's Day,Public holiday
Estonia,EST,2/24/17,Independence Day,Public holiday
Estonia,EST,4/14/17,Good Friday,Public holiday
Estonia,EST,4/16/17,Easter Sunday,Public holiday
Estonia,EST,5/1/17,Labor Day,Public holiday
Estonia,EST,6/4/17,Pentecost,Public holiday
Estonia,EST,6/23/17,Victory Day,Public holiday
Estonia,EST,6/24/17,Midsummer Day,Public holiday
Estonia,EST,8/20/17,Independence Restoration Day,Public holiday
Estonia,EST,12/24/17,Christmas Eve,Public holiday
Estonia,EST,12/25/17,Christmas Day,Public holiday
Estonia,EST,12/26/17,Boxing Day,Public holiday
Estonia,EST,1/1/18,New Year's Day,Public holiday
Estonia,EST,2/24/18,Independence Day,Public holiday
Estonia,EST,3/30/18,Good Friday,Public holiday
Estonia,EST,4/1/18,Easter Sunday,Public holiday
Estonia,EST,5/1/18,Labor Day,Public holiday
Estonia,EST,5/20/18,Pentecost,Public holiday
Estonia,EST,6/23/18,Victory Day,Public holiday
Estonia,EST,6/24/18,Midsummer Day,Public holiday
Estonia,EST,8/20/18,Independence Restoration Day,Public holiday
Estonia,EST,12/24/18,Christmas Eve,Public holiday
Estonia,EST,12/25/18,Christmas Day,Public holiday
Estonia,EST,12/26/18,Boxing Day,Public holiday
Estonia,EST,1/1/19,New Year's Day,Public holiday
Estonia,EST,2/24/19,Independence Day,Public holiday
Estonia,EST,4/19/19,Good Friday,Public holiday
Estonia,EST,4/21/19,Easter Sunday,Public holiday
Estonia,EST,5/1/19,Labor Day,Public holiday
Estonia,EST,6/9/19,Pentecost,Public holiday
Estonia,EST,6/23/19,Victory Day,Public holiday
Estonia,EST,6/24/19,Midsummer Day,Public holiday
Estonia,EST,8/20/19,Independence Restoration Day,Public holiday
Estonia,EST,12/24/19,Christmas Eve,Public holiday
Estonia,EST,12/25/19,Christmas Day,Public holiday
Estonia,EST,12/26/19,Boxing Day,Public holiday
Ethiopia,ETH,1/7/10,Ethiopian Christmas Day,Public holiday
Ethiopia,ETH,1/19/10,Epiphany / Timkat,Public holiday
Ethiopia,ETH,2/26/10,The Prophet's Birthday,Public holiday
Ethiopia,ETH,3/2/10,Adwa Victory Day,Public holiday
Ethiopia,ETH,4/2/10,Ethiopian Good Friday,Public holiday
Ethiopia,ETH,4/4/10,Ethiopian Easter Sunday,Public holiday
Ethiopia,ETH,5/1/10,International Labor Day,Public holiday
Ethiopia,ETH,5/5/10,Freedom Day,Public holiday
Ethiopia,ETH,5/28/10,Derg Downfall Day,Public holiday
Ethiopia,ETH,9/10/10,Eid ul Fitr,Public holiday
Ethiopia,ETH,9/11/10,Ethiopian New Year,Public holiday
Ethiopia,ETH,9/27/10,Meskel,Public holiday
Ethiopia,ETH,11/17/10,Eid al-Adha,Public holiday
Ethiopia,ETH,1/7/11,Ethiopian Christmas Day,Public holiday
Ethiopia,ETH,1/19/11,Epiphany / Timkat,Public holiday
Ethiopia,ETH,2/16/11,The Prophet's Birthday,Public holiday
Ethiopia,ETH,3/2/11,Adwa Victory Day,Public holiday
Ethiopia,ETH,4/22/11,Ethiopian Good Friday,Public holiday
Ethiopia,ETH,4/24/11,Ethiopian Easter Sunday,Public holiday
Ethiopia,ETH,5/1/11,International Labor Day,Public holiday
Ethiopia,ETH,5/5/11,Freedom Day,Public holiday
Ethiopia,ETH,5/28/11,Derg Downfall Day,Public holiday
Ethiopia,ETH,8/31/11,Eid ul Fitr,Public holiday
Ethiopia,ETH,9/12/11,Ethiopian New Year,Public holiday
Ethiopia,ETH,9/28/11,Meskel,Public holiday
Ethiopia,ETH,11/7/11,Eid al-Adha,Public holiday
Ethiopia,ETH,1/7/12,Ethiopian Christmas Day,Public holiday
Ethiopia,ETH,1/20/12,Epiphany / Timkat,Public holiday
Ethiopia,ETH,2/5/12,The Prophet's Birthday,Public holiday
Ethiopia,ETH,3/2/12,Adwa Victory Day,Public holiday
Ethiopia,ETH,4/13/12,Ethiopian Good Friday,Public holiday
Ethiopia,ETH,4/15/12,Ethiopian Easter Sunday,Public holiday
Ethiopia,ETH,5/1/12,International Labor Day,Public holiday
Ethiopia,ETH,5/5/12,Freedom Day,Public holiday
Ethiopia,ETH,5/28/12,Derg Downfall Day,Public holiday
Ethiopia,ETH,8/19/12,Eid ul Fitr,Public holiday
Ethiopia,ETH,9/11/12,Ethiopian New Year,Public holiday
Ethiopia,ETH,9/27/12,Meskel,Public holiday
Ethiopia,ETH,10/26/12,Eid al-Adha,Public holiday
Ethiopia,ETH,1/7/13,Ethiopian Christmas Day,Public holiday
Ethiopia,ETH,1/19/13,Epiphany / Timkat,Public holiday
Ethiopia,ETH,1/24/13,The Prophet's Birthday,Public holiday
Ethiopia,ETH,3/2/13,Adwa Victory Day,Public holiday
Ethiopia,ETH,5/1/13,International Labor Day,Public holiday
Ethiopia,ETH,5/3/13,Ethiopian Good Friday,Public holiday
Ethiopia,ETH,5/5/13,Ethiopian Easter Sunday,Public holiday
Ethiopia,ETH,5/5/13,Freedom Day,Public holiday
Ethiopia,ETH,5/28/13,Derg Downfall Day,Public holiday
Ethiopia,ETH,8/8/13,Eid ul Fitr,Public holiday
Ethiopia,ETH,9/11/13,Ethiopian New Year,Public holiday
Ethiopia,ETH,9/27/13,Meskel,Public holiday
Ethiopia,ETH,10/15/13,Eid al-Adha,Public holiday
Ethiopia,ETH,1/7/14,Ethiopian Christmas Day,Public holiday
Ethiopia,ETH,1/13/14,The Prophet's Birthday,Public holiday
Ethiopia,ETH,1/19/14,Epiphany / Timkat,Public holiday
Ethiopia,ETH,3/2/14,Adwa Victory Day,Public holiday
Ethiopia,ETH,4/18/14,Ethiopian Good Friday,Public holiday
Ethiopia,ETH,4/20/14,Ethiopian Easter Sunday,Public holiday
Ethiopia,ETH,5/1/14,International Labor Day,Public holiday
Ethiopia,ETH,5/5/14,Freedom Day,Public holiday
Ethiopia,ETH,5/28/14,Derg Downfall Day,Public holiday
Ethiopia,ETH,7/28/14,Eid ul Fitr,Public holiday
Ethiopia,ETH,9/11/14,Ethiopian New Year,Public holiday
Ethiopia,ETH,9/27/14,Meskel,Public holiday
Ethiopia,ETH,10/4/14,Eid al-Adha,Public holiday
Ethiopia,ETH,1/7/15,Ethiopian Christmas Day,Public holiday
Ethiopia,ETH,1/19/15,Epiphany / Timkat,Public holiday
Ethiopia,ETH,3/2/15,Adwa Victory Day,Public holiday
Ethiopia,ETH,4/10/15,Ethiopian Good Friday,Public holiday
Ethiopia,ETH,4/12/15,Ethiopian Easter Sunday,Public holiday
Ethiopia,ETH,5/1/15,International Labor Day,Public holiday
Ethiopia,ETH,5/5/15,Freedom Day,Public holiday
Ethiopia,ETH,5/28/15,Derg Downfall Day,Public holiday
Ethiopia,ETH,7/17/15,Eid ul Fitr,Public holiday
Ethiopia,ETH,9/12/15,Ethiopian New Year,Public holiday
Ethiopia,ETH,9/23/15,Eid al-Adha,Public holiday
Ethiopia,ETH,9/28/15,Meskel,Public holiday
Ethiopia,ETH,12/23/15,The Prophet's Birthday,Public holiday
Ethiopia,ETH,1/7/16,Ethiopian Christmas Day,Public holiday
Ethiopia,ETH,1/20/16,Epiphany / Timkat,Public holiday
Ethiopia,ETH,3/2/16,Adwa Victory Day,Public holiday
Ethiopia,ETH,4/29/16,Ethiopian Good Friday,Public holiday
Ethiopia,ETH,5/1/16,Ethiopian Easter Sunday,Public holiday
Ethiopia,ETH,5/1/16,International Labor Day,Public holiday
Ethiopia,ETH,5/5/16,Freedom Day,Public holiday
Ethiopia,ETH,5/28/16,Derg Downfall Day,Public holiday
Ethiopia,ETH,7/7/16,Eid ul Fitr,Public holiday
Ethiopia,ETH,9/11/16,Ethiopian New Year,Public holiday
Ethiopia,ETH,9/13/16,Eid al-Adha,Public holiday
Ethiopia,ETH,9/27/16,Meskel,Public holiday
Ethiopia,ETH,12/12/16,The Prophet's Birthday,Public holiday
Ethiopia,ETH,1/7/17,Ethiopian Christmas Day,Public holiday
Ethiopia,ETH,1/19/17,Epiphany / Timkat,Public holiday
Ethiopia,ETH,3/2/17,Adwa Victory Day,Public holiday
Ethiopia,ETH,4/14/17,Ethiopian Good Friday,Public holiday
Ethiopia,ETH,4/16/17,Ethiopian Easter Sunday,Public holiday
Ethiopia,ETH,5/1/17,International Labor Day,Public holiday
Ethiopia,ETH,5/5/17,Freedom Day,Public holiday
Ethiopia,ETH,5/28/17,Derg Downfall Day,Public holiday
Ethiopia,ETH,6/26/17,Eid ul Fitr,Public holiday
Ethiopia,ETH,9/2/17,Eid al-Adha,Public holiday
Ethiopia,ETH,9/11/17,Ethiopian New Year,Public holiday
Ethiopia,ETH,9/27/17,Meskel,Public holiday
Ethiopia,ETH,12/1/17,The Prophet's Birthday,Public holiday
Ethiopia,ETH,1/7/18,Ethiopian Christmas Day,Public holiday
Ethiopia,ETH,1/19/18,Epiphany / Timkat,Public holiday
Ethiopia,ETH,3/2/18,Adwa Victory Day,Public holiday
Ethiopia,ETH,4/6/18,Ethiopian Good Friday,Public holiday
Ethiopia,ETH,4/8/18,Ethiopian Easter Sunday,Public holiday
Ethiopia,ETH,5/1/18,International Labor Day,Public holiday
Ethiopia,ETH,5/5/18,Freedom Day,Public holiday
Ethiopia,ETH,5/28/18,Derg Downfall Day,Public holiday
Ethiopia,ETH,6/15/18,Eid ul Fitr,Public holiday
